Voltage(V),Discharge_Capacity(Ah)
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178525925,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178688049,1.32476E-08
4.178849697,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178688049,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178525925,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.1783638,1.32476E-08
4.1783638,1.32476E-08
4.178201675,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.178201675,1.32476E-08
4.177877426,1.32476E-08
4.178201675,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.178201675,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.178039551,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177877426,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177391529,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177715302,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177715302,1.32476E-08
4.177391529,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177553177,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177391529,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177391529,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.177229404,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.177229404,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176743031,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.177229404,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176743031,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176743031,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176743031,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176743031,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.17706728,1.32476E-08
4.176905155,1.32476E-08
4.176743031,1.32476E-08
4.163778305,2.82272E-05
4.16361618,5.60097E-05
4.163291931,8.42121E-05
4.163129807,0.000112426
4.162968159,0.000140644
4.162968159,0.000168855
4.162643909,0.000196628
4.162643909,0.000224826
4.162481785,0.000253041
4.16231966,0.000281255
4.16231966,0.00030903
4.162157536,0.000337231
4.161995411,0.000365435
4.161995411,0.000393643
4.161833286,0.000421418
4.161671638,0.000449633
4.161671638,0.00047784
4.161671638,0.000506051
4.161509514,0.000534257
4.161509514,0.000562454
4.161347389,0.000590667
4.161185265,0.000618877
4.161185265,0.000647079
4.16102314,0.000675282
4.16102314,0.000703497
4.16102314,0.000731268
4.160861015,0.000759467
4.160861015,0.000787685
4.160861015,0.00081589
4.160861015,0.00084409
4.160698891,0.000872313
4.160537243,0.000900529
4.160537243,0.000928732
4.160212994,0.00095693
4.160375118,0.000984711
4.160375118,0.001012926
4.160212994,0.001041139
4.160212994,0.00106935
4.160212994,0.00109756
4.160050869,0.001125339
4.160050869,0.001153537
4.159888744,0.001181739
4.159888744,0.001209951
4.15972662,0.001238156
4.15972662,0.001265934
4.15972662,0.001294133
4.159564495,0.001322341
4.159888744,0.001350543
4.159564495,0.001378318
4.15972662,0.001406094
4.159564495,0.001434302
4.159402847,0.001462513
4.159240723,0.001490723
4.159402847,0.001518939
4.159240723,0.001546713
4.159078598,0.001574931
4.159078598,0.001603135
4.159240723,0.001631352
4.158916473,0.001659561
4.158916473,0.001687777
4.158916473,0.001715552
4.158754349,0.001743757
4.158916473,0.001771967
4.158592224,0.001800163
4.158592224,0.001827941
4.158592224,0.001856149
4.158592224,0.001884352
4.158592224,0.001912562
4.158592224,0.001940766
4.158592224,0.001968975
4.158430099,0.001996753
4.158430099,0.002024524
4.158267975,0.002052729
4.158267975,0.002080935
4.158267975,0.002108706
4.158430099,0.002136478
4.158106327,0.002164674
4.158267975,0.002192444
4.158106327,0.002220644
4.158106327,0.002248853
4.157944202,0.002276631
4.157944202,0.002304842
4.157944202,0.002333047
4.158106327,0.002361251
4.157782078,0.002389457
4.157782078,0.002417239
4.157619953,0.002445446
4.157619953,0.002473658
4.157782078,0.002501869
4.157619953,0.002530081
4.157782078,0.002557866
4.157619953,0.002586071
4.157457829,0.002614268
4.157457829,0.002642464
4.157295704,0.002670669
4.157619953,0.002698869
4.157457829,0.002726646
4.157295704,0.002754839
4.157457829,0.002783046
4.157295704,0.002811258
4.157295704,0.002839476
4.157457829,0.002867677
4.157133579,0.00289588
4.157133579,0.00292366
4.156971931,0.002951428
4.157133579,0.002979622
4.156971931,0.003007399
4.156971931,0.00303561
4.156971931,0.003063822
4.156971931,0.003092027
4.156971931,0.003119795
4.156971931,0.003148002
4.156809807,0.003175778
4.156647682,0.003203988
4.156647682,0.003232188
4.156809807,0.003259962
4.156809807,0.003288183
4.156809807,0.003316405
4.156485558,0.003344614
4.156647682,0.003372825
4.156647682,0.00340103
4.156485558,0.003428813
4.156323433,0.003456585
4.156485558,0.00348479
4.156323433,0.003512997
4.156323433,0.003541201
4.156323433,0.003569402
4.156323433,0.00359718
4.156161308,0.003625393
4.156323433,0.003653598
4.156161308,0.003681796
4.155999184,0.003710008
4.155999184,0.003738214
4.156323433,0.003766401
4.155999184,0.003794612
4.155999184,0.003822388
4.155999184,0.003850584
4.155999184,0.003878358
4.155837059,0.003906569
4.155675411,0.003934778
4.155837059,0.00396299
4.155837059,0.00399076
4.155675411,0.004018967
4.155837059,0.004047179
4.155675411,0.004075389
4.155513287,0.004103156
4.155675411,0.004131366
4.155351162,0.004159148
4.155351162,0.004187367
4.155675411,0.004215572
4.155351162,0.004243777
4.155351162,0.004271996
4.155513287,0.004300214
4.155513287,0.004328418
4.155351162,0.004356619
4.155351162,0.004384835
4.155351162,0.004413051
4.155351162,0.004441254
4.155189037,0.004469471
4.155189037,0.004497242
4.155189037,0.004525444
4.155189037,0.004553216
4.155026913,0.004581421
4.154864788,0.004609191
4.155026913,0.004636969
4.155026913,0.004665183
4.155026913,0.004693391
4.154864788,0.004721605
4.155026913,0.00474981
4.154864788,0.004777586
4.155189037,0.004805792
4.154864788,0.004833989
4.154864788,0.004862199
4.154702663,0.004889965
4.154702663,0.004917736
4.154541016,0.004945943
4.154702663,0.004974148
4.154864788,0.00500235
4.154541016,0.005030555
4.154541016,0.005058774
4.154378891,0.005086978
4.154541016,0.00511476
4.154702663,0.005142968
4.154541016,0.005171175
4.154378891,0.005199388
4.154216766,0.005227177
4.154378891,0.005255381
4.154378891,0.005283583
4.154216766,0.005311798
4.154378891,0.00533957
4.154216766,0.005367776
4.154378891,0.005395981
4.154054642,0.005423762
4.154054642,0.00545196
4.153892517,0.005480169
4.154054642,0.005507937
4.153892517,0.00553615
4.154054642,0.005564356
4.153892517,0.005592556
4.154054642,0.005620329
4.153730392,0.005648102
4.153892517,0.005676303
4.153730392,0.005704089
4.153730392,0.005732295
4.153730392,0.005760504
4.153730392,0.005788269
4.153568268,0.005816476
4.153730392,0.005844675
4.153568268,0.005872886
4.153568268,0.00590109
4.153568268,0.005928867
4.153568268,0.00595707
4.153568268,0.005985279
4.153406143,0.006013488
4.153406143,0.006041253
4.153406143,0.006069451
4.153406143,0.006097651
4.153406143,0.006125847
4.153406143,0.006153626
4.153406143,0.006181834
4.153244495,0.006210037
4.153406143,0.006238251
4.153244495,0.006266455
4.153244495,0.006294658
4.153244495,0.00632287
4.153244495,0.006351065
4.153082371,0.006379265
4.153244495,0.006407461
4.153082371,0.00643567
4.153082371,0.00646388
4.152920246,0.006492085
4.152920246,0.006520291
4.153082371,0.006548081
4.152920246,0.006576275
4.152758121,0.006604484
4.152758121,0.006632705
4.152758121,0.006660482
4.152595997,0.006688254
4.152595997,0.006716449
4.152595997,0.006744663
4.152758121,0.006772874
4.152758121,0.006800661
4.152595997,0.006828445
4.152758121,0.006856647
4.152595997,0.006884846
4.152595997,0.006913055
4.152595997,0.006941267
4.152595997,0.006969471
4.152433872,0.006997675
4.152433872,0.007025447
4.152271748,0.007053657
4.152433872,0.007081852
4.152271748,0.007110063
4.152271748,0.007138267
4.152271748,0.007166468
4.152271748,0.007194679
4.152271748,0.007222886
4.1521101,0.007251087
4.152271748,0.007278873
4.152271748,0.007307075
4.151947975,0.007335285
4.152271748,0.007363494
4.1521101,0.007391702
4.1521101,0.007419914
4.151947975,0.007447688
4.151947975,0.007475895
4.1521101,0.007504103
4.151947975,0.007532311
4.151785851,0.007560088
4.151785851,0.007588299
4.151785851,0.007611727
4.151785851,0.007644284
4.151947975,0.007672495
4.151623726,0.007700699
4.151785851,0.007728482
4.151785851,0.007756678
4.151623726,0.00778446
4.151623726,0.007812655
4.151461601,0.007840862
4.151623726,0.007868636
4.151299477,0.007896848
4.151461601,0.007924625
4.151623726,0.007952832
4.151461601,0.007981039
4.151299477,0.008008816
4.151461601,0.008037025
4.151461601,0.008065235
4.151299477,0.008093009
4.151461601,0.008121206
4.151461601,0.008148983
4.151137352,0.008177181
4.151299477,0.008204961
4.151137352,0.008233178
4.150975704,0.008260955
4.151299477,0.00828916
4.151137352,0.008317351
4.151137352,0.00834556
4.150975704,0.008373766
4.150975704,0.008401536
4.150975704,0.008429307
4.15081358,0.008457517
4.150975704,0.008485733
4.150975704,0.00851351
4.15081358,0.008541713
4.150975704,0.008569488
4.15081358,0.008597689
4.15081358,0.008625898
4.15081358,0.008654108
4.15081358,0.008681884
4.150651455,0.008709662
4.150651455,0.008737868
4.15081358,0.008766075
4.150651455,0.008794291
4.150651455,0.008822074
4.150651455,0.008850296
4.15048933,0.008878499
4.150651455,0.008906702
4.15048933,0.008934913
4.150651455,0.008963112
4.15048933,0.008990888
4.15048933,0.009019095
